Xi_estimate_Power,Xi_estimate_Width,Xi_estimate_Exponent,Alpha_estimate_Power,Alpha_estimate_Width,Alpha_estimate_Exponent,Alpha_estimate_PAF
9.047927792574347317e-01,9.552149823488397251e-01,8.922121951306419829e-01,7.170834244520907230e-01,8.166213971058362553e-01,8.195449083635791832e-01,8.186284753212224041e-01
9.051058729237406730e-01,9.631990524665462461e-01,8.903365370561636682e-01,7.426763193843102240e-01,8.430912583223569845e-01,8.434827095851046286e-01,8.443438404677554576e-01
8.409786785947505061e-01,9.490263243401501070e-01,9.138497095449182872e-01,7.194548354857375205e-01,8.165142019119370209e-01,8.181101451779984046e-01,8.164942739027301055e-01
8.891225899733775639e-01,9.529757247798817943e-01,9.004624715402992363e-01,7.752253932943420356e-01,8.448162808792563094e-01,8.463476374498145605e-01,8.482193403862136050e-01
8.443223146084960495e-01,9.378242965266977427e-01,9.392125704361485861e-01,7.700117299687012640e-01,8.259845748328266124e-01,8.262188407294487336e-01,8.256070649466845657e-01
8.498007605719547497e-01,9.531360616011691489e-01,8.967640417458053737e-01,7.980068539298538211e-01,8.633260465830571162e-01,8.659898895826189102e-01,8.644732387088321923e-01
8.543086255728622458e-01,9.533559424238663427e-01,8.647891216462021413e-01,7.928299609413379523e-01,8.572027455193187429e-01,8.614984927677210580e-01,8.586730360313689081e-01
8.886234890204613990e-01,9.579063213715101055e-01,8.660047604666911703e-01,7.690229998218087726e-01,8.396764460684739140e-01,8.452961271676637800e-01,8.430052050287525356e-01
8.556522407912640071e-01,9.517420402667972068e-01,8.674457332714037294e-01,7.731891744789445298e-01,8.592853984145679691e-01,8.618811122132403746e-01,8.604333189384045788e-01
8.806631845873283959e-01,9.564193964149302341e-01,8.761683322385949158e-01,7.081621057789619922e-01,8.003636796401563114e-01,8.041796629147964781e-01,8.029085276582058617e-01
8.859849934645912528e-01,9.580164035439875381e-01,8.773472486106634882e-01,7.436816311387489664e-01,8.364582226279129173e-01,8.386521371276793868e-01,8.385455891477414658e-01
8.645939007350329497e-01,9.555917498675878807e-01,8.978659040225991372e-01,7.614548913175805955e-01,8.346171863227515031e-01,8.346785228609256979e-01,8.368426614132571384e-01
8.893054726418906375e-01,9.521276887054177518e-01,9.036379782268905148e-01,7.778576534887994276e-01,8.447998311849030939e-01,8.453367154483912849e-01,8.469458792982367257e-01
8.964817635754729341e-01,9.596895753039843546e-01,8.899173001767660685e-01,6.967137889978157750e-01,8.193082571906203926e-01,8.221107872645114778e-01,8.207282623558037615e-01
8.533699177892625221e-01,9.252864256369475182e-01,9.445964275438040181e-01,7.861457160840026326e-01,8.342143982993979190e-01,8.347710369907980210e-01,8.347962085864546466e-01
8.401899096445549775e-01,9.318778494470260076e-01,9.389908305109500031e-01,7.855656607448286977e-01,8.352285751308288209e-01,8.352324814426200783e-01,8.351834694008900550e-01
